         Vardas        Pavarde     Galutinis balas
     Vardas1265    Pavarde1265                5.45
     Vardas1268    Pavarde1268                6.73
     Vardas1271    Pavarde1271                7.83
     Vardas1272    Pavarde1272                7.87
     Vardas1277    Pavarde1277                6.06
     Vardas1279    Pavarde1279                8.26
     Vardas1283    Pavarde1283                5.33
     Vardas1285    Pavarde1285                5.49
     Vardas1287    Pavarde1287                5.55
     Vardas1288    Pavarde1288                7.61
     Vardas1289    Pavarde1289                5.86
     Vardas1290    Pavarde1290                8.28
     Vardas1291    Pavarde1291                5.77
     Vardas1292    Pavarde1292                7.72
     Vardas1294    Pavarde1294                5.94
     Vardas1296    Pavarde1296                6.83
     Vardas1297    Pavarde1297                5.95
     Vardas1298    Pavarde1298                5.46
     Vardas1299    Pavarde1299                8.34
     Vardas1300    Pavarde1300                5.51
     Vardas1302    Pavarde1302                6.78
     Vardas1304    Pavarde1304                6.83
     Vardas1308    Pavarde1308                6.15
     Vardas1310    Pavarde1310                7.45
     Vardas1311    Pavarde1311                5.20
     Vardas1312    Pavarde1312                5.67
     Vardas1313    Pavarde1313                7.14
     Vardas1314    Pavarde1314                6.47
     Vardas1315    Pavarde1315                6.37
     Vardas1316    Pavarde1316                7.41
     Vardas1321    Pavarde1321                7.99
     Vardas1322    Pavarde1322                6.08
     Vardas1323    Pavarde1323                8.38
     Vardas1324    Pavarde1324                6.26
     Vardas1326    Pavarde1326                7.91
     Vardas1328    Pavarde1328                7.73
     Vardas1330    Pavarde1330                7.30
     Vardas1331    Pavarde1331                5.98
     Vardas1332    Pavarde1332                5.20
     Vardas1334    Pavarde1334                7.10
     Vardas1335    Pavarde1335                6.88
     Vardas1336    Pavarde1336                6.74
     Vardas1338    Pavarde1338                6.27
     Vardas1339    Pavarde1339                5.10
     Vardas1340    Pavarde1340                7.34
     Vardas1342    Pavarde1342                5.71
     Vardas1347    Pavarde1347                5.77
     Vardas1350    Pavarde1350                6.25
     Vardas1351    Pavarde1351                7.16
     Vardas1352    Pavarde1352                7.74
     Vardas1353    Pavarde1353                7.06
     Vardas1355    Pavarde1355                5.15
     Vardas1356    Pavarde1356                7.12
     Vardas1357    Pavarde1357                5.85
     Vardas1358    Pavarde1358                8.72
     Vardas1361    Pavarde1361                6.32
     Vardas1364    Pavarde1364                5.42
     Vardas1365    Pavarde1365                6.93
     Vardas1366    Pavarde1366                5.29
     Vardas1367    Pavarde1367                8.10
     Vardas1370    Pavarde1370                6.49
     Vardas1372    Pavarde1372                6.51
     Vardas1374    Pavarde1374                6.66
     Vardas1375    Pavarde1375                6.45
     Vardas1378    Pavarde1378                6.40
     Vardas1379    Pavarde1379                7.75
     Vardas1380    Pavarde1380                6.08
     Vardas1382    Pavarde1382                5.91
     Vardas1388    Pavarde1388                5.68
     Vardas1390    Pavarde1390                5.39
     Vardas1391    Pavarde1391                6.52
     Vardas1392    Pavarde1392                5.66
     Vardas1393    Pavarde1393                6.22
     Vardas1395    Pavarde1395                6.93
     Vardas1396    Pavarde1396                8.14
     Vardas1397    Pavarde1397                5.79
     Vardas1398    Pavarde1398                6.91
     Vardas1400    Pavarde1400                7.57
     Vardas1401    Pavarde1401                5.74
     Vardas1402    Pavarde1402                6.09
     Vardas1403    Pavarde1403                5.41
     Vardas1406    Pavarde1406                6.64
     Vardas1407    Pavarde1407                7.11
     Vardas1408    Pavarde1408                7.70
     Vardas1410    Pavarde1410                5.84
     Vardas1413    Pavarde1413                6.98
     Vardas1414    Pavarde1414                7.68
     Vardas1415    Pavarde1415                6.74
     Vardas1417    Pavarde1417                5.79
     Vardas1418    Pavarde1418                6.92
     Vardas1422    Pavarde1422                7.72
     Vardas1423    Pavarde1423                7.04
     Vardas1424    Pavarde1424                8.09
     Vardas1426    Pavarde1426                6.92
     Vardas1427    Pavarde1427                7.49
     Vardas1428    Pavarde1428                7.45
     Vardas1429    Pavarde1429                8.24
     Vardas1430    Pavarde1430                8.54
     Vardas1431    Pavarde1431                5.25
     Vardas1432    Pavarde1432                5.66
     Vardas1434    Pavarde1434                5.61
     Vardas1435    Pavarde1435                5.17
     Vardas1437    Pavarde1437                6.59
     Vardas1439    Pavarde1439                5.49
     Vardas1440    Pavarde1440                6.00
     Vardas1442    Pavarde1442                5.02
     Vardas1445    Pavarde1445                7.34
     Vardas1446    Pavarde1446                6.34
     Vardas1448    Pavarde1448                6.23
