         Vardas        Pavarde     Galutinis balas
     Vardas1833    Pavarde1833                4.08
     Vardas1837    Pavarde1837                4.61
     Vardas1842    Pavarde1842                2.75
     Vardas1845    Pavarde1845                4.17
     Vardas1847    Pavarde1847                4.25
     Vardas1851    Pavarde1851                2.68
     Vardas1853    Pavarde1853                3.67
     Vardas1854    Pavarde1854                4.73
     Vardas1856    Pavarde1856                4.05
     Vardas1861    Pavarde1861                3.72
     Vardas1864    Pavarde1864                1.91
     Vardas1865    Pavarde1865                4.28
     Vardas1867    Pavarde1867                4.74
     Vardas1870    Pavarde1870                4.97
     Vardas1871    Pavarde1871                2.95
     Vardas1872    Pavarde1872                4.32
     Vardas1873    Pavarde1873                3.09
     Vardas1875    Pavarde1875                3.65
     Vardas1876    Pavarde1876                3.25
     Vardas1877    Pavarde1877                3.98
     Vardas1878    Pavarde1878                3.53
     Vardas1880    Pavarde1880                2.95
     Vardas1884    Pavarde1884                4.67
     Vardas1885    Pavarde1885                4.06
     Vardas1886    Pavarde1886                2.80
     Vardas1888    Pavarde1888                4.51
     Vardas1890    Pavarde1890                4.54
     Vardas1893    Pavarde1893                3.35
     Vardas1895    Pavarde1895                4.06
     Vardas1897    Pavarde1897                3.98
     Vardas1903    Pavarde1903                3.52
     Vardas1905    Pavarde1905                2.93
     Vardas1907    Pavarde1907                4.72
     Vardas1908    Pavarde1908                4.12
     Vardas1909    Pavarde1909                2.91
     Vardas1912    Pavarde1912                4.74
     Vardas1913    Pavarde1913                4.50
     Vardas1915    Pavarde1915                3.57
     Vardas1916    Pavarde1916                4.47
     Vardas1920    Pavarde1920                4.54
     Vardas1921    Pavarde1921                4.36
     Vardas1922    Pavarde1922                3.94
     Vardas1923    Pavarde1923                3.40
     Vardas1924    Pavarde1924                2.99
     Vardas1925    Pavarde1925                2.48
     Vardas1927    Pavarde1927                4.38
     Vardas1931    Pavarde1931                2.87
     Vardas1933    Pavarde1933                3.43
     Vardas1935    Pavarde1935                3.55
     Vardas1936    Pavarde1936                4.50
     Vardas1937    Pavarde1937                4.86
     Vardas1938    Pavarde1938                4.66
     Vardas1940    Pavarde1940                2.43
     Vardas1944    Pavarde1944                4.35
     Vardas1947    Pavarde1947                4.65
     Vardas1950    Pavarde1950                4.02
     Vardas1954    Pavarde1954                4.39
     Vardas1956    Pavarde1956                4.97
     Vardas1960    Pavarde1960                3.60
     Vardas1963    Pavarde1963                3.38
     Vardas1964    Pavarde1964                2.75
     Vardas1965    Pavarde1965                3.13
     Vardas1966    Pavarde1966                4.94
     Vardas1967    Pavarde1967                4.05
     Vardas1968    Pavarde1968                4.19
     Vardas1974    Pavarde1974                4.15
     Vardas1976    Pavarde1976                4.80
     Vardas1977    Pavarde1977                4.04
     Vardas1978    Pavarde1978                3.07
     Vardas1979    Pavarde1979                3.37
     Vardas1981    Pavarde1981                4.72
     Vardas1983    Pavarde1983                3.32
     Vardas1984    Pavarde1984                3.45
     Vardas1988    Pavarde1988                4.51
     Vardas1991    Pavarde1991                4.02
     Vardas1997    Pavarde1997                4.97
     Vardas1998    Pavarde1998                3.12
     Vardas2001    Pavarde2001                4.00
     Vardas2003    Pavarde2003                4.31
     Vardas2004    Pavarde2004                4.29
     Vardas2005    Pavarde2005                3.57
     Vardas2012    Pavarde2012                4.70
     Vardas2017    Pavarde2017                2.68
     Vardas2020    Pavarde2020                4.20
     Vardas2021    Pavarde2021                2.70
     Vardas2024    Pavarde2024                3.48
     Vardas2025    Pavarde2025                4.58
     Vardas2026    Pavarde2026                2.96
     Vardas2027    Pavarde2027                3.15
     Vardas2028    Pavarde2028                4.58
     Vardas2031    Pavarde2031                2.76
     Vardas2032    Pavarde2032                4.76
     Vardas2033    Pavarde2033                3.32
     Vardas2036    Pavarde2036                3.78
     Vardas2041    Pavarde2041                3.51
     Vardas2043    Pavarde2043                3.62
     Vardas2044    Pavarde2044                4.42
     Vardas2045    Pavarde2045                3.22
     Vardas2047    Pavarde2047                4.92
     Vardas2049    Pavarde2049                2.63
     Vardas2052    Pavarde2052                3.44
     Vardas2054    Pavarde2054                4.73
     Vardas2063    Pavarde2063                3.49
     Vardas2065    Pavarde2065                1.92
     Vardas2066    Pavarde2066                4.07
     Vardas2068    Pavarde2068                2.63
     Vardas2070    Pavarde2070                4.80
     Vardas2077    Pavarde2077                4.50
     Vardas2079    Pavarde2079                2.69
     Vardas2080    Pavarde2080                2.99
     Vardas2082    Pavarde2082                3.65
     Vardas2085    Pavarde2085                4.10
     Vardas2086    Pavarde2086                3.99
     Vardas2087    Pavarde2087                4.30
     Vardas2088    Pavarde2088                3.96
     Vardas2091    Pavarde2091                4.72
     Vardas2092    Pavarde2092                3.31
     Vardas2094    Pavarde2094                2.90
     Vardas2098    Pavarde2098                4.81
     Vardas2102    Pavarde2102                3.90
     Vardas2106    Pavarde2106                4.57
     Vardas2107    Pavarde2107                4.31
     Vardas2111    Pavarde2111                3.11
     Vardas2123    Pavarde2123                3.00
     Vardas2125    Pavarde2125                3.29
     Vardas2126    Pavarde2126                2.92
